IPAD_DB_ID,Name,Targeting-protein,Research models,Ref. Link,Molecular Formula,Molecular Weight,IUPAC Name,InChI,InChI Key,Canonical SMILES,,,,
D00032,Mycostatin,Tau Filament ,"In vitro, Escherichia coli BL21 (DE3)",https://doi.org/10.1074/jbc.M408714200,"	
C47H75NO17",926.1 g/mol,"(1S,15S,16R,17R,18S,19E,21E,25E,27E,29E,31E)-33-[(2S,3S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-methyloxan-2-yl]oxy-1,3,4,7,9,11,17,37-octahydroxy-15,16,18-trimethyl-13-oxo-14,39-dioxabicyclo[33.3.1]nonatriaconta-19,21,25,27,29,31-hexaene-36-carboxylic acid","InChI=1S/C47H75NO17/c1-27-17-15-13-11-9-7-5-6-8-10-12-14-16-18-34(64-46-44(58)41(48)43(57)30(4)63-46)24-38-40(45(59)60)37(54)26-47(61,65-38)25-36(53)35(52)20-19-31(49)21-32(50)22-33(51)23-39(55)62-29(3)28(2)42(27)56/h5-6,8,10-18,27-38,40-44,46,49-54,56-58,61H,7,9,19-26,48H2,1-4H3,(H,59,60)/b6-5+,10-8+,13-11+,14-12+,17-15+,18-16+/t27-,28-,29-,30+,31?,32?,33?,34?,35?,36?,37?,38?,40?,41-,42+,43+,44-,46+,47+/m0/s1",VQOXZBDYSJBXMA-RKEBNKJGSA-N,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,,,,
D00033,Indomethacin,Aβ42 oligomers  and fibrils,In vitro,https://doi.org/10.1074/jbc.M608207200,C19H16ClNO4,357.8 g/mol,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetic acid,"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)",CGIGDMFJXJATDK-UHFFFAOYSA-N,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,,,,
D00034,Daunomycinone,Aβ1-40,"IMR32 human neuroblastoma cells, ",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1220570/,C21H18O8,398.4 g/mol,"(7S,9S)-9-acetyl-6,7,9,11-tetrahydroxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione","InChI=1S/C21H18O8/c1-8(22)21(28)6-10-13(11(23)7-21)19(26)16-15(18(10)25)17(24)9-4-3-5-12(29-2)14(9)20(16)27/h3-5,11,23,25-26,28H,6-7H2,1-2H3/t11-,21-/m0/s1",YOFDHOWPGULAQF-MQJDWESPSA-N,CC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)O)O,,,,
D00035,Dopamine,fAβ1–40,In vitro,https://doi.org/10.1016/j.neuint.2005.11.001,C8H11NO2,153.18 g/mol,"4-(2-aminoethyl)benzene-1,2-diol","InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",VYFYYTLLBUKUHU-UHFFFAOYSA-N,C1=CC(=C(C=C1CCN)O)O,,,,
D00036,Dopamine,fAβ1–42,In vitro,https://doi.org/10.1016/j.neuint.2005.11.001,C8H11NO2,153.18 g/mol,"4-(2-aminoethyl)benzene-1,2-diol","InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",VYFYYTLLBUKUHU-UHFFFAOYSA-N,C1=CC(=C(C=C1CCN)O)O,,,,
D00037,Allo-inositol,Aβ40,"In PC12 cells, kinetic study",https://doi.org/10.1111/j.1742-4658.2008.06321.x,C6H12O6,180.16 g/mol,"cyclohexane-1,2,3,4,5,6-hexol",InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H,CDAISMWEOUEBRE-UHFFFAOYSA-N,C1(C(C(C(C(C1O)O)O)O)O)O,,,,
D00038,Melatonin,Aβ42 oligomers  and fibrils,In vitro,https://doi.org/10.1074/jbc.M608207200,C13H16N2O2,232.28 g/mol,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,"InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)",DRLFMBDRBRZALE-UHFFFAOYSA-N,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,,,,
D00039,Tramiprosate,Aβ42,"Molecular docking, docking study",https://doi.org/10.1007/s40263-017-0434-z,"	
C3H9NO3S",139.18 g/mol,3-aminopropane-1-sulfonic acid,"InChI=1S/C3H9NO3S/c4-2-1-3-8(5,6)7/h1-4H2,(H,5,6,7)",SNKZJIOFVMKAOJ-UHFFFAOYSA-N,C(CN)CS(=O)(=O)O,,,,
D00040,Aminohippuric acid,Aβ42,Molecular docking,https://doi.org/10.1021/acsami.0c07745,C9H10N2O3,194.19 g/mol,2-[(4-aminobenzoyl)amino]acetic acid,"InChI=1S/C9H10N2O3/c10-7-3-1-6(2-4-7)9(14)11-5-8(12)13/h1-4H,5,10H2,(H,11,14)(H,12,13)",HSMNQINEKMPTIC-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)NCC(=O)O)N,,,,
D00041,Acetylsalicylic acid,Bovine insulin,"In MDA-MB-23 cells, Molecular docking",https://doi.org/10.1002/jcb.26538,C9H8O4,180.16 g/mol,2-acetyloxybenzoic acid,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)O,,,,
D00042,Donepezil,Aβ,Molecular docking,https://doi.org/10.1080/07391102.2020.1760138,C24H29NO3,379.5 g/mol,"2-[(1-benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydroinden-1-one","InChI=1S/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3",ADEBPBSSDYVVLD-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,,,,
D00043,Donepezil,Hen egg white lysozyme,Molecular docking,https://doi.org/10.1080/07391102.2020.1760138,C24H29NO3,379.5 g/mol,"2-[(1-benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydroinden-1-one","InChI=1S/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3",ADEBPBSSDYVVLD-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,,,,
D00044,Droperidol,Aβ42,Molecular docking,https://doi.org/10.1021/acsami.0c07745,C22H22FN3O2,379.4 g/mol,"3-[1-[4-(4-fluorophenyl)-4-oxobutyl]-3,6-dihydro-2H-pyridin-4-yl]-1H-benzimidazol-2-one","InChI=1S/C22H22FN3O2/c23-17-9-7-16(8-10-17)21(27)6-3-13-25-14-11-18(12-15-25)26-20-5-2-1-4-19(20)24-22(26)28/h1-2,4-5,7-11H,3,6,12-15H2,(H,24,28)",RMEDXOLNCUSCGS-UHFFFAOYSA-N,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,,,,
D00045,Fluconazole,Aβ42,Molecular docking,https://doi.org/10.1021/acsami.0c07745,C13H12F2N6O,306.27 g/mol,"2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol","InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2",RFHAOTPXVQNOHP-UHFFFAOYSA-N,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,,,,
D00046,Flurbiprofen,Aβ42,Molecular docking,https://doi.org/10.1021/acsami.0c07745,C15H13FO2,244.26 g/mol,2-(3-fluoro-4-phenylphenyl)propanoic acid,"InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)",SYTBZMRGLBWNTM-UHFFFAOYSA-N,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,,,,
D00047,Fosfosal,AR,"In PC-12 cell, in Drosophila, ",https://doi.org/10.1093/hmg/ddl135,C7H7O6P,218.10 g/mol,2-phosphonooxybenzoic acid,"InChI=1S/C7H7O6P/c8-7(9)5-3-1-2-4-6(5)13-14(10,11)12/h1-4H,(H,8,9)(H2,10,11,12)",FFKUDWZICMJVPA-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)O)OP(=O)(O)O,,,,
D00048,Fosfosal,Htt,"In PC-12 cell, in Drosophila, ",https://doi.org/10.1093/hmg/ddl135,C7H7O6P,218.10 g/mol,2-phosphonooxybenzoic acid,"InChI=1S/C7H7O6P/c8-7(9)5-3-1-2-4-6(5)13-14(10,11)12/h1-4H,(H,8,9)(H2,10,11,12)",FFKUDWZICMJVPA-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)O)OP(=O)(O)O,,,,
D00049,Haloperidol,Aβ42,Molecular docking,https://doi.org/10.1021/acsami.0c07745,C21H23ClFNO2,375.9 g/mol,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,"InChI=1S/C21H23ClFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2",LNEPOXFFQSENCJ-UHFFFAOYSA-N,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,,,,
D00050,Labetalol,Aβ42,Molecular docking,https://doi.org/10.1021/acsami.0c07745,C19H24N2O3,328.4 g/mol,2-hydroxy-5-[1-hydroxy-2-(4-phenylbutan-2-ylamino)ethyl]benzamide,"InChI=1S/C19H24N2O3/c1-13(7-8-14-5-3-2-4-6-14)21-12-18(23)15-9-10-17(22)16(11-15)19(20)24/h2-6,9-11,13,18,21-23H,7-8,12H2,1H3,(H2,20,24)",SGUAFYQXFOLMHL-UHFFFAOYSA-N,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,,,,
D00051,Edaravone,Aβ42,Molecular docking,https://doi.org/10.1080/07391102.2019.1632225,C10H10N2O,174.20 g/mol,5-methyl-2-phenyl-4H-pyrazol-3-one,"InChI=1S/C10H10N2O/c1-8-7-10(13)12(11-8)9-5-3-2-4-6-9/h2-6H,7H2,1H3",QELUYTUMUWHWMC-UHFFFAOYSA-N,CC1=NN(C(=O)C1)C2=CC=CC=C2,,,,
D00052,5-aminosalicylic acid,Bovine insulin,"In MDA-MB-23 cells, Molecular docking",https://doi.org/10.1002/jcb.26538,C7H7NO3,153.14 g/mol,5-amino-2-hydroxybenzoic acid,"InChI=1S/C7H7NO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,8H2,(H,10,11)",KBOPZPXVLCULAV-UHFFFAOYSA-N,C1=CC(=C(C=C1N)C(=O)O)O,,,,
D00053,NDGA,Aβ,"In PC12 cells, molecular docking",https://doi.org/10.1016/j.bbamem.2006.09.014,C18H22O4,302.4 g/mol,"4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol","InChI=1S/C18H22O4/c1-11(7-13-3-5-15(19)17(21)9-13)12(2)8-14-4-6-16(20)18(22)10-14/h3-6,9-12,19-22H,7-8H2,1-2H3",HCZKYJDFEPMADG-UHFFFAOYSA-N,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,,,,
D00054,Phenolsulfonphthalein,hIAPP,,https://doi.org/10.1021/bi800043d,C19H14O5S,354.4 g/mol,"4-[3-(4-hydroxyphenyl)-1,1-dioxo-2,1λ6-benzoxathiol-3-yl]phenol","InChI=1S/C19H14O5S/c20-15-9-5-13(6-10-15)19(14-7-11-16(21)12-8-14)17-3-1-2-4-18(17)25(22,23)24-19/h1-12,20-21H",BELBBZDIHDAJOR-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,,,,
D00055,Protoporphyrin-IX,Aβ42,Molecular docking,https://doi.org/10.1021/acsami.0c07745,C34H34N4O4,562.7 g/mol,"3-[18-(2-carboxyethyl)-8,13-bis(ethenyl)-3,7,12,17-tetramethyl-22,23-dihydroporphyrin-2-yl]propanoic acid","InChI=1S/C34H34N4O4/c1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25/h7-8,13-16,35-36H,1-2,9-12H2,3-6H3,(H,39,40)(H,41,42)",ZCFFYALKHPIRKJ-UHFFFAOYSA-N,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C,,,,
D00056,Riluzole,htt,"In R6/2 mouse, in vivo, ",https://doi.org/10.1016/j.nbd.2005.07.007,"C8H5F3N2OS	",234.20 g/mol,"6-(trifluoromethoxy)-1,3-benzothiazol-2-amine","InChI=1S/C8H5F3N2OS/c9-8(10,11)14-4-1-2-5-6(3-4)15-7(12)13-5/h1-3H,(H2,12,13)",FTALBRSUTCGOEG-UHFFFAOYSA-N,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,,,,
D00057,Risperidone,Aβ42,Molecular docking,https://doi.org/10.1021/acsami.0c07745,C23H27FN4O2,410.5 g/mol,"3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one","InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3",RAPZEAPATHNIPO-UHFFFAOYSA-N,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,,,,
D00058,Imatinib,Aβ42,Molecular docking,https://doi.org/10.1021/acsami.0c07745,C29H31N7O,493.6 g/mol,4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide,"InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)",KTUFNOKKBVMGRW-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,,,,
D00059,Todralazine,AR,"In PC-12 cell, in Drosophila, ",https://doi.org/10.1093/hmg/ddl135,C11H12N4O2,232.24 g/mol,ethyl N-(phthalazin-1-ylamino)carbamate,"InChI=1S/C11H12N4O2/c1-2-17-11(16)15-14-10-9-6-4-3-5-8(9)7-12-13-10/h3-7H,2H2,1H3,(H,13,14)(H,15,16)",WGZDBVOTUVNQFP-UHFFFAOYSA-N,CCOC(=O)NNC1=NN=CC2=CC=CC=C21,,,,
D00060,Todralazine,Htt,"In PC-12 cell, in Drosophila, ",https://doi.org/10.1093/hmg/ddl135,C11H12N4O2,232.24 g/mol,ethyl N-(phthalazin-1-ylamino)carbamate,"InChI=1S/C11H12N4O2/c1-2-17-11(16)15-14-10-9-6-4-3-5-8(9)7-12-13-10/h3-7H,2H2,1H3,(H,13,14)(H,15,16)",WGZDBVOTUVNQFP-UHFFFAOYSA-N,CCOC(=O)NNC1=NN=CC2=CC=CC=C21,,,,
D00061,Levodopa,fAβ1–40,In vitro,https://doi.org/10.1016/j.neuint.2005.11.001,C9H11NO4,197.19 g/mol,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid","InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",WTDRDQBEARUVNC-LURJTMIESA-N,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,,,,
D00062,Levodopa,fAβ1–42,In vitro,https://doi.org/10.1016/j.neuint.2005.11.001,C9H11NO4,197.19 g/mol,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid","InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",WTDRDQBEARUVNC-LURJTMIESA-N,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,,,,
D00063,Methylene blue,PrP,"Kinetic study, in vitro, docking study",https://doi.org/10.1016/j.bbadis.2012.09.005,"	
C16H18ClN3S",319.9 g/mol,[7-(dimethylamino)phenothiazin-3-ylidene]-dimethylazanium;chloride,"InChI=1S/C16H18N3S.ClH/c1-18(2)11-5-7-13-15(9-11)20-16-10-12(19(3)4)6-8-14(16)17-13;/h5-10H,1-4H3;1H/q+1;/p-1",CXKWCBBOMKCUKX-UHFFFAOYSA-M,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],,,,
D00064,Lipoic acid,IAPP,"Molecular docking, in RIN-m5f Cells",https://doi.org/10.1021/acs.molpharmaceut.7b01009,C8H14O2S2,206.3 g/mol,5-[(3R)-dithiolan-3-yl]pentanoic acid,"InChI=1S/C8H14O2S2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H,9,10)/t7-/m1/s1",AGBQKNBQESQNJD-SSDOTTSWSA-N,C1CSSC1CCCCC(=O)O,,,,
D00065,Mannitol,α-syn,"In Drosophila, in tg mice",https://doi.org/10.1074/jbc.M112.434787,"	
C6H14O6",182.17 g/mol,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",FBPFZTCFMRRESA-KVTDHHQDSA-N,C(C(C(C(C(CO)O)O)O)O)O,,,,
D00066,Galantamine,Aβ1-40,In cortical neurons,https://doi.org/10.1111/j.1460-9568.2009.06612.x,C17H21NO3,287.35 g/mol,"(1S,12S,14R)-9-methoxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol","InChI=1S/C17H21NO3/c1-18-8-7-17-6-5-12(19)9-14(17)21-16-13(20-2)4-3-11(10-18)15(16)17/h3-6,12,14,19H,7-10H2,1-2H3/t12-,14-,17-/m0/s1",ASUTZQLVASHGKV-JDFRZJQESA-N,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,,,,
D00067,Galantamine,Aβ,In male APdE9 and female C57BL6/J mice,https://doi.org/10.1016/j.freeradbiomed.2019.09.014,C17H21NO3,287.35 g/mol,"(1S,12S,14R)-9-methoxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol","InChI=1S/C17H21NO3/c1-18-8-7-17-6-5-12(19)9-14(17)21-16-13(20-2)4-3-11(10-18)15(16)17/h3-6,12,14,19H,7-10H2,1-2H3/t12-,14-,17-/m0/s1",ASUTZQLVASHGKV-JDFRZJQESA-N,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,,,,
D00068,Galantamine,Aβ1-40,In SH-SY5Y cells,https://doi.org/10.1016/j.jns.2009.01.024,C17H21NO3,287.35 g/mol,"(1S,12S,14R)-9-methoxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol","InChI=1S/C17H21NO3/c1-18-8-7-17-6-5-12(19)9-14(17)21-16-13(20-2)4-3-11(10-18)15(16)17/h3-6,12,14,19H,7-10H2,1-2H3/t12-,14-,17-/m0/s1",ASUTZQLVASHGKV-JDFRZJQESA-N,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,,,,
D00069,Galantamine,Aβ1-42,In SH-SY5Y cells,https://doi.org/10.1016/j.jns.2009.01.024,C17H21NO3,287.35 g/mol,"(1S,12S,14R)-9-methoxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol","InChI=1S/C17H21NO3/c1-18-8-7-17-6-5-12(19)9-14(17)21-16-13(20-2)4-3-11(10-18)15(16)17/h3-6,12,14,19H,7-10H2,1-2H3/t12-,14-,17-/m0/s1",ASUTZQLVASHGKV-JDFRZJQESA-N,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,,,,
D00070,N-acetyl-L-cysteine,Aβ,In SHSY5Y neuroblastoma cell,https://doi.org/10.1046/j.1471-4159.2001.00090.x,C5H9NO3S,163.20 g/mol,(2R)-2-acetamido-3-sulfanylpropanoic acid,"InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1",PWKSKIMOESPYIA-BYPYZUCNSA-N,CC(=O)NC(CS)C(=O)O,,,,
D00071,N-acetyl-L-cysteine,Tau protein,In SHSY5Y neuroblastoma cell,https://doi.org/10.1046/j.1471-4159.2001.00090.x,C5H9NO3S,163.20 g/mol,(2R)-2-acetamido-3-sulfanylpropanoic acid,"InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1",PWKSKIMOESPYIA-BYPYZUCNSA-N,CC(=O)NC(CS)C(=O)O,,,,
D00072,Erythromycin,Aβ1-42,"In SH-SY5Y cell, in TgCRND8 mice",http://www.eurekaselect.com/article/2313,C37H67NO13,733.9 g/mol,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione","InChI=1S/C37H67NO13/c1-14-25-37(10,45)30(41)20(4)27(39)18(2)16-35(8,44)32(51-34-28(40)24(38(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-26,28-32,34,40-42,44-45H,14-17H2,1-13H3/t18-,19-,20+,21+,22-,23+,24+,25-,26+,28-,29+,30-,31+,32-,34+,35-,36-,37-/m1/s1",ULGZDMOVFRHVEP-RWJQBGPGSA-N,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,,,,
D00073,Cephalexin,Aβ42,Molecular docking,https://doi.org/10.1021/acsami.0c07745,C16H17N3O4S,347.4 g/mol,"(6R,7R)-7-[[(2R)-2-amino-2-phenylacetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)/t10-,11-,15-/m1/s1",ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,,,,
D00074,Cromolyn sodium,Aβ42,"In vitro, in APPswe/PS1dE9 mice, in vivo",https://doi.org/10.1074/jbc.M114.586602,C23H14Na2O11,"	
512.3 g/mol",disodium;5-[3-(2-carboxylato-4-oxochromen-5-yl)oxy-2-hydroxypropoxy]-4-oxochromene-2-carboxylate,"InChI=1S/C23H16O11.2Na/c24-11(9-31-14-3-1-5-16-20(14)12(25)7-18(33-16)22(27)28)10-32-15-4-2-6-17-21(15)13(26)8-19(34-17)23(29)30;;/h1-8,11,24H,9-10H2,(H,27,28)(H,29,30);;/q;2*+1/p-2",VLARUOGDXDTHEH-UHFFFAOYSA-L,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+],,,,
D00075,Tobramycin,Aβ42,Molecular docking,https://doi.org/10.1021/acsami.0c07745,C18H37N5O9,467.5 g/mol,"(2S,3R,4S,5S,6R)-4-amino-2-[(1S,2S,3R,4S,6R)-4,6-diamino-3-[(2R,3R,5S,6R)-3-amino-6-(aminomethyl)-5-hydroxyoxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-6-(hydroxymethyl)oxane-3,5-diol","InChI=1S/C18H37N5O9/c19-3-9-8(25)2-7(22)17(29-9)31-15-5(20)1-6(21)16(14(15)28)32-18-13(27)11(23)12(26)10(4-24)30-18/h5-18,24-28H,1-4,19-23H2/t5-,6+,7+,8-,9+,10+,11-,12+,13+,14-,15+,16-,17+,18+/m0/s1",NLVFBUXFDBBNBW-PBSUHMDJSA-N,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,,,,
D00076,Etoposide,Aβ42,Molecular docking,https://doi.org/10.1021/acsami.0c07745,C29H32O13,588.6 g/mol,"(5S,5aR,8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one","InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15+,20-,21-,22+,24-,25-,26-,27-,29+/m1/s1",VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,,,,
